'OTIME','equip_cd','mode','count_no','ok','quality_ng','cool_ng','press','quality','out_trigger','shot_type','Shot_No'
2024-09-28 16:46:10.548,'EQ00007','A','1753','1461','0','292','1','0','1','A',
2024-09-28 16:45:37.548,'EQ00007','A','1752','1460','0','292','1','0','1','A',
2024-09-28 16:45:04.549,'EQ00007','A','1751','1459','0','292','1','0','1','A',
2024-09-28 16:44:32.548,'EQ00007','A','1750','1458','0','292','1','0','1','A',
2024-09-28 16:43:59.549,'EQ00007','A','1749','1457','0','292','0','0','1','C',
2024-09-28 16:31:21.559,'EQ00007','A','1748','1457','0','291','1','0','1','A',
2024-09-28 16:30:49.559,'EQ00007','A','1747','1456','0','291','1','0','1','A',
2024-09-28 16:30:16.560,'EQ00007','A','1746','1455','0','291','1','0','1','A',
2024-09-28 16:29:43.561,'EQ00007','A','1745','1454','0','291','1','0','1','A',
2024-09-28 16:29:19.578,'EQ00009','A','1707','1680','0','27','1','0','1','A',
2024-09-28 16:29:11.575,'EQ00007','A','1744','1453','0','291','1','0','1','A',
2024-09-28 16:28:38.562,'EQ00007','A','1743','1452','0','291','1','0','1','A',
2024-09-28 16:28:05.577,'EQ00007','A','1742','1451','0','291','1','0','1','A',
2024-09-28 16:27:33.562,'EQ00007','A','1741','1450','0','291','1','0','1','A',
2024-09-28 16:27:23.578,'EQ00009','A','1706','1679','0','27','1','0','1','A',
2024-09-28 16:27:00.562,'EQ00007','A','1740','1449','0','291','1','0','1','A',
2024-09-28 16:26:36.580,'EQ00009','A','1705','1678','0','27','1','0','1','A',
2024-09-28 16:25:49.577,'EQ00009','A','1704','1677','0','27','1','0','1','A',
2024-09-28 16:25:02.566,'EQ00009','A','1703','1676','0','27','1','0','1','A',
2024-09-28 16:24:15.581,'EQ00009','A','1702','1675','0','27','1','0','1','A',
2024-09-28 16:23:28.582,'EQ00009','A','1701','1674','0','27','1','0','1','A',
2024-09-28 16:22:41.581,'EQ00009','A','1700','1673','0','27','1','0','1','A',
2024-09-28 16:22:41.566,'EQ00007','A','1739','1448','0','291','1','0','1','A',
2024-09-28 16:22:09.567,'EQ00007','A','1738','1447','0','291','1','0','1','A',
2024-09-28 16:21:54.583,'EQ00009','A','1699','1672','0','27','1','0','1','A',
2024-09-28 16:21:36.566,'EQ00007','A','1737','1446','0','291','1','0','1','A',
2024-09-28 16:21:07.584,'EQ00009','A','1698','1671','0','27','1','0','1','A',
2024-09-28 16:21:03.567,'EQ00007','A','1736','1445','0','291','1','0','1','A',
2024-09-28 16:20:31.567,'EQ00007','A','1735','1444','0','291','1','0','1','A',
2024-09-28 16:20:20.583,'EQ00009','A','1697','1670','0','27','1','0','1','A',
2024-09-28 16:19:58.567,'EQ00007','A','1734','1443','0','291','1','0','1','A',
2024-09-28 16:19:34.585,'EQ00009','A','1696','1669','0','27','1','0','1','A',
2024-09-28 16:19:25.568,'EQ00007','A','1733','1442','0','291','1','0','1','A',
2024-09-28 16:18:53.569,'EQ00007','A','1732','1441','0','291','1','0','1','A',
2024-09-28 16:18:47.570,'EQ00009','A','1695','1668','0','27','1','0','1','A',
2024-09-28 16:18:20.569,'EQ00007','A','1731','1440','0','291','1','0','1','A',
2024-09-28 16:18:00.586,'EQ00009','A','1694','1667','0','27','1','0','1','A',
2024-09-28 16:17:47.569,'EQ00007','A','1730','1439','0','291','1','0','1','A',
2024-09-28 16:17:15.571,'EQ00007','A','1729','1438','0','291','1','0','1','A',
2024-09-28 16:17:13.587,'EQ00009','A','1693','1666','0','27','1','0','1','A',
2024-09-28 16:16:42.570,'EQ00007','A','1728','1437','0','291','1','0','1','A',
2024-09-28 16:16:26.586,'EQ00009','A','1692','1665','0','27','1','0','1','A',
2024-09-28 16:15:39.588,'EQ00009','A','1691','1664','0','27','1','0','1','A',
2024-09-28 16:15:19.571,'EQ00007','A','1727','1436','0','291','1','0','1','A',
2024-09-28 16:14:52.589,'EQ00009','A','1690','1663','0','27','1','0','1','A',
2024-09-28 16:14:46.572,'EQ00007','A','1726','1435','0','291','1','0','1','A',
2024-09-28 16:14:13.572,'EQ00007','A','1725','1434','0','291','1','0','1','A',
2024-09-28 16:14:05.589,'EQ00009','A','1689','1662','0','27','1','0','1','A',
2024-09-28 16:13:41.573,'EQ00007','A','1724','1433','0','291','1','0','1','A',
2024-09-28 16:13:18.589,'EQ00009','A','1688','1661','0','27','1','0','1','A',
2024-09-28 16:13:08.574,'EQ00007','A','1723','1432','0','291','1','0','1','A',
2024-09-28 16:12:35.573,'EQ00007','A','1722','1431','0','291','1','0','1','A',
2024-09-28 16:12:31.588,'EQ00009','A','1687','1660','0','27','1','0','1','A',
2024-09-28 16:12:03.574,'EQ00007','A','1721','1430','0','291','1','0','1','A',
2024-09-28 16:11:44.590,'EQ00009','A','1686','1659','0','27','1','0','1','A',
2024-09-28 16:11:30.574,'EQ00007','A','1720','1429','0','291','1','0','1','A',
2024-09-28 16:10:57.590,'EQ00009','A','1685','1658','0','27','1','0','1','A',
2024-09-28 16:10:57.575,'EQ00007','A','1719','1428','0','291','1','0','1','A',
2024-09-28 16:10:24.576,'EQ00007','A','1718','1427','0','291','1','0','1','A',
2024-09-28 16:10:10.592,'EQ00009','A','1684','1657','0','27','1','0','1','A',
2024-09-28 16:09:52.576,'EQ00007','A','1717','1426','0','291','1','0','1','A',
2024-09-28 16:09:24.593,'EQ00009','A','1683','1656','0','27','1','0','1','A',
2024-09-28 16:09:19.575,'EQ00007','A','1716','1425','0','291','1','0','1','A',
2024-09-28 16:08:46.576,'EQ00007','A','1715','1424','0','291','1','0','1','A',
2024-09-28 16:08:37.594,'EQ00009','A','1682','1655','0','27','1','0','1','A',
2024-09-28 16:08:14.577,'EQ00007','A','1714','1423','0','291','1','0','1','A',
2024-09-28 16:07:50.593,'EQ00009','A','1681','1654','0','27','1','0','1','A',
2024-09-28 16:07:41.578,'EQ00007','A','1713','1422','0','291','1','0','1','A',
2024-09-28 16:07:08.577,'EQ00007','A','1712','1421','0','291','1','0','1','A',
2024-09-28 16:07:03.594,'EQ00009','A','1680','1653','0','27','1','0','1','A',
2024-09-28 16:06:36.593,'EQ00007','A','1711','1420','0','291','1','0','1','A',
2024-09-28 16:06:16.595,'EQ00009','A','1679','1652','0','27','1','0','1','A',
2024-09-28 16:06:03.578,'EQ00007','A','1710','1419','0','291','1','0','1','A',
2024-09-28 16:05:30.579,'EQ00007','A','1709','1418','0','291','1','0','1','A',
2024-09-28 16:05:29.595,'EQ00009','A','1678','1651','0','27','1','0','1','A',
2024-09-28 16:04:57.580,'EQ00007','A','1708','1417','0','291','1','0','1','A',
2024-09-28 16:04:42.596,'EQ00009','A','1677','1650','0','27','1','0','1','A',
2024-09-28 16:03:55.596,'EQ00009','A','1676','1649','0','27','1','0','1','A',
2024-09-28 16:03:08.597,'EQ00009','A','1675','1648','0','27','1','0','1','A',
2024-09-28 16:02:21.598,'EQ00009','A','1674','1647','0','27','1','0','1','A',
2024-09-28 16:01:34.599,'EQ00009','A','1673','1646','0','27','1','0','1','A',
2024-09-28 16:00:47.599,'EQ00009','A','1672','1645','0','27','1','0','1','A',
2024-09-28 16:00:31.583,'EQ00007','A','1707','1416','0','291','1','0','1','A',
2024-09-28 16:00:01.600,'EQ00009','A','1671','1644','0','27','1','0','1','A',
2024-09-28 15:59:59.582,'EQ00007','A','1706','1415','0','291','1','0','1','A',
2024-09-28 15:59:26.583,'EQ00007','A','1705','1414','0','291','1','0','1','A',
2024-09-28 15:59:14.601,'EQ00009','A','1670','1643','0','27','1','0','1','A',
2024-09-28 15:58:53.584,'EQ00007','A','1704','1413','0','291','1','0','1','A',
2024-09-28 15:58:27.601,'EQ00009','A','1669','1642','0','27','1','0','1','A',
2024-09-28 15:58:21.585,'EQ00007','A','1703','1412','0','291','1','0','1','A',
2024-09-28 15:57:48.585,'EQ00007','A','1702','1411','0','291','1','0','1','A',
2024-09-28 15:57:40.602,'EQ00009','A','1668','1641','0','27','1','0','1','A',
2024-09-28 15:57:15.585,'EQ00007','A','1701','1410','0','291','1','0','1','A',
2024-09-28 15:56:53.603,'EQ00009','A','1667','1640','0','27','1','0','1','A',
2024-09-28 15:56:43.586,'EQ00007','A','1700','1409','0','291','1','0','1','A',
2024-09-28 15:56:10.586,'EQ00007','A','1699','1408','0','291','1','0','1','A',
2024-09-28 15:56:06.602,'EQ00009','A','1666','1639','0','27','1','0','1','A',
2024-09-28 15:55:37.586,'EQ00007','A','1698','1407','0','291','1','0','1','A',
2024-09-28 15:55:19.604,'EQ00009','A','1665','1638','0','27','1','0','1','A',
2024-09-28 15:55:05.587,'EQ00007','A','1697','1406','0','291','1','0','1','A',
2024-09-28 15:54:32.602,'EQ00009','A','1664','1637','0','27','1','0','1','A',
2024-09-28 15:54:32.587,'EQ00007','A','1696','1405','0','291','1','0','1','A',
2024-09-28 15:53:59.587,'EQ00007','A','1695','1404','0','291','1','0','1','A',
2024-09-28 15:53:45.604,'EQ00009','A','1663','1636','0','27','1','0','1','A',
2024-09-28 15:53:27.588,'EQ00007','A','1694','1403','0','291','1','0','1','A',
2024-09-28 15:52:58.605,'EQ00009','A','1662','1635','0','27','1','0','1','A',
2024-09-28 15:52:54.589,'EQ00007','A','1693','1402','0','291','1','0','1','A',
2024-09-28 15:52:21.589,'EQ00007','A','1692','1401','0','291','1','0','1','A',
2024-09-28 15:52:11.605,'EQ00009','A','1661','1634','0','27','1','0','1','A',
2024-09-28 15:51:49.590,'EQ00007','A','1691','1400','0','291','1','0','1','A',
2024-09-28 15:51:24.593,'EQ00009','A','1660','1633','0','27','1','0','1','A',
2024-09-28 15:51:16.590,'EQ00007','A','1690','1399','0','291','1','0','1','A',
2024-09-28 15:50:43.590,'EQ00007','A','1689','1398','0','291','1','0','1','A',
2024-09-28 15:50:37.607,'EQ00009','A','1659','1632','0','27','1','0','1','A',
2024-09-28 15:50:11.591,'EQ00007','A','1688','1397','0','291','1','0','1','A',
2024-09-28 15:49:50.607,'EQ00009','A','1658','1631','0','27','1','0','1','A',
2024-09-28 15:49:38.592,'EQ00007','A','1687','1396','0','291','1','0','1','A',
2024-09-28 15:49:05.592,'EQ00007','A','1686','1395','0','291','1','0','1','A',
2024-09-28 15:49:03.593,'EQ00009','A','1657','1630','0','27','1','0','1','A',
2024-09-28 15:48:33.592,'EQ00007','A','1685','1394','0','291','1','0','1','A',
2024-09-28 15:48:16.609,'EQ00009','A','1656','1629','0','27','1','0','1','A',
2024-09-28 15:48:00.593,'EQ00007','A','1684','1393','0','291','1','0','1','A',
2024-09-28 15:47:29.609,'EQ00009','A','1655','1628','0','27','1','0','1','A',
2024-09-28 15:47:06.593,'EQ00007','A','1683','1392','0','291','1','0','1','A',
2024-09-28 15:46:42.610,'EQ00009','A','1654','1627','0','27','1','0','1','A',
2024-09-28 15:46:34.593,'EQ00007','A','1682','1391','0','291','1','0','1','A',
2024-09-28 15:46:01.594,'EQ00007','A','1681','1390','0','291','1','0','1','A',
2024-09-28 15:45:55.595,'EQ00009','A','1653','1626','0','27','1','0','1','A',
2024-09-28 15:45:28.595,'EQ00007','A','1680','1389','0','291','1','0','1','A',
2024-09-28 15:45:09.611,'EQ00009','A','1652','1625','0','27','1','0','1','A',
2024-09-28 15:44:56.595,'EQ00007','A','1679','1388','0','291','1','0','1','A',
2024-09-28 15:44:23.596,'EQ00007','A','1678','1387','0','291','1','0','1','A',
2024-09-28 15:44:22.609,'EQ00009','A','1651','1624','0','27','1','0','1','A',
2024-09-28 15:43:50.596,'EQ00007','A','1677','1386','0','291','1','0','1','A',
2024-09-28 15:43:34.612,'EQ00009','A','1650','1623','0','27','1','0','1','A',
2024-09-28 15:43:18.596,'EQ00007','A','1676','1385','0','291','1','0','1','A',
2024-09-28 15:42:47.612,'EQ00009','A','1649','1622','0','27','1','0','1','A',
2024-09-28 15:42:01.613,'EQ00009','A','1648','1621','0','27','1','0','1','A',
2024-09-28 15:41:24.597,'EQ00007','A','1675','1384','0','291','1','0','1','A',
2024-09-28 15:41:14.614,'EQ00009','A','1647','1620','0','27','1','0','1','A',
2024-09-28 15:40:51.597,'EQ00007','A','1674','1383','0','291','1','0','1','A',
2024-09-28 15:40:27.615,'EQ00009','A','1646','1619','0','27','1','0','1','A',
2024-09-28 15:40:18.599,'EQ00007','A','1673','1382','0','291','1','0','1','A',
2024-09-28 15:39:45.598,'EQ00007','A','1672','1381','0','291','1','0','1','A',
2024-09-28 15:39:40.601,'EQ00009','A','1645','1618','0','27','1','0','1','A',
2024-09-28 15:39:13.600,'EQ00007','A','1671','1380','0','291','1','0','1','A',
2024-09-28 15:38:53.615,'EQ00009','A','1644','1617','0','27','1','0','1','A',
2024-09-28 15:38:40.600,'EQ00007','A','1670','1379','0','291','1','0','1','A',
2024-09-28 15:38:07.600,'EQ00007','A','1669','1378','0','291','1','0','1','A',
2024-09-28 15:38:06.616,'EQ00009','A','1643','1616','0','27','1','0','1','A',
2024-09-28 15:37:35.601,'EQ00007','A','1668','1377','0','291','1','0','1','A',
2024-09-28 15:37:19.616,'EQ00009','A','1642','1615','0','27','1','0','1','A',
2024-09-28 15:37:02.600,'EQ00007','A','1667','1376','0','291','1','0','1','A',
2024-09-28 15:36:32.617,'EQ00009','A','1641','1614','0','27','1','0','1','A',
2024-09-28 15:36:29.600,'EQ00007','A','1666','1375','0','291','1','0','1','A',
2024-09-28 15:35:57.601,'EQ00007','A','1665','1374','0','291','1','0','1','A',
2024-09-28 15:35:45.619,'EQ00009','A','1640','1613','0','27','1','0','1','A',
2024-09-28 15:35:24.602,'EQ00007','A','1664','1373','0','291','1','0','1','A',
2024-09-28 15:34:58.616,'EQ00009','A','1639','1612','0','27','1','0','1','A',
2024-09-28 15:34:51.603,'EQ00007','A','1663','1372','0','291','1','0','1','A',
2024-09-28 15:34:18.603,'EQ00007','A','1662','1371','0','291','1','0','1','A',
2024-09-28 15:34:12.620,'EQ00009','A','1638','1611','0','27','1','0','1','A',
2024-09-28 15:33:46.603,'EQ00007','A','1661','1370','0','291','1','0','1','A',
2024-09-28 15:33:25.605,'EQ00009','A','1637','1610','0','27','1','0','1','A',
2024-09-28 15:33:13.603,'EQ00007','A','1660','1369','0','291','1','0','1','A',
2024-09-28 15:32:40.604,'EQ00007','A','1659','1368','0','291','1','0','1','A',
2024-09-28 15:32:38.620,'EQ00009','A','1636','1609','0','27','1','0','1','A',
2024-09-28 15:32:08.605,'EQ00007','A','1658','1367','0','291','1','0','1','A',
2024-09-28 15:31:51.621,'EQ00009','A','1635','1608','0','27','1','0','1','A',
2024-09-28 15:31:35.605,'EQ00007','A','1657','1366','0','291','1','0','1','A',
2024-09-28 15:31:04.622,'EQ00009','A','1634','1607','0','27','1','0','1','A',
2024-09-28 15:31:02.605,'EQ00007','A','1656','1365','0','291','1','0','1','A',
2024-09-28 15:30:30.604,'EQ00007','A','1655','1364','0','291','1','0','1','A',
2024-09-28 15:30:17.623,'EQ00009','A','1633','1606','0','27','1','0','1','A',
2024-09-28 15:29:57.607,'EQ00007','A','1654','1363','0','291','1','0','1','A',
2024-09-28 15:29:30.623,'EQ00009','A','1632','1605','0','27','1','0','1','A',
2024-09-28 15:29:24.606,'EQ00007','A','1653','1362','0','291','1','0','1','A',
2024-09-28 15:28:52.607,'EQ00007','A','1652','1361','0','291','1','0','1','A',
2024-09-28 15:28:43.623,'EQ00009','A','1631','1604','0','27','1','0','1','A',
2024-09-28 15:28:19.608,'EQ00007','A','1651','1360','0','291','1','0','1','A',
2024-09-28 15:27:46.608,'EQ00007','A','1650','1359','0','291','1','0','1','A',
2024-09-28 15:27:14.608,'EQ00007','A','1649','1358','0','291','1','0','1','A',
2024-09-28 15:26:42.625,'EQ00009','A','1630','1603','0','27','1','0','1','A',
2024-09-28 15:26:41.608,'EQ00007','A','1648','1357','0','291','1','0','1','A',
2024-09-28 15:25:55.626,'EQ00009','A','1629','1602','0','27','1','0','1','A',
2024-09-28 15:25:08.626,'EQ00009','A','1628','1601','0','27','1','0','1','A',
2024-09-28 15:24:22.627,'EQ00009','A','1627','1600','0','27','1','0','1','A',
2024-09-28 15:24:14.611,'EQ00007','A','1647','1356','0','291','1','0','1','A',
2024-09-28 15:23:41.612,'EQ00007','A','1646','1355','0','291','1','0','1','A',
2024-09-28 15:23:35.628,'EQ00009','A','1626','1599','0','27','1','0','1','A',
2024-09-28 15:23:08.611,'EQ00007','A','1645','1354','0','291','1','0','1','A',
2024-09-28 15:22:48.628,'EQ00009','A','1625','1598','0','27','1','0','1','A',
2024-09-28 15:22:36.612,'EQ00007','A','1644','1353','0','291','1','0','1','A',
2024-09-28 15:22:03.612,'EQ00007','A','1643','1352','0','291','1','0','1','A',
2024-09-28 15:22:01.629,'EQ00009','A','1624','1597','0','27','1','0','1','A',
2024-09-28 15:21:30.613,'EQ00007','A','1642','1351','0','291','1','0','1','A',
2024-09-28 15:21:14.614,'EQ00009','A','1623','1596','0','27','1','0','1','A',
2024-09-28 15:20:58.614,'EQ00007','A','1641','1350','0','291','1','0','1','A',
2024-09-28 15:20:27.631,'EQ00009','A','1622','1595','0','27','1','0','1','A',
2024-09-28 15:20:25.613,'EQ00007','A','1640','1349','0','291','1','0','1','A',
2024-09-28 15:19:53.614,'EQ00007','A','1639','1348','0','291','1','0','1','A',
2024-09-28 15:19:40.630,'EQ00009','A','1621','1594','0','27','1','0','1','A',
2024-09-28 15:19:20.614,'EQ00007','A','1638','1347','0','291','1','0','1','A',
2024-09-28 15:18:53.617,'EQ00009','A','1620','1593','0','27','1','0','1','A',
2024-09-28 15:18:47.615,'EQ00007','A','1637','1346','0','291','1','0','1','A',
2024-09-28 15:18:15.615,'EQ00007','A','1636','1345','0','291','1','0','1','A',
2024-09-28 15:18:06.632,'EQ00009','A','1619','1592','0','27','1','0','1','A',
2024-09-28 15:17:42.616,'EQ00007','A','1635','1344','0','291','1','0','1','A',
2024-09-28 15:17:19.633,'EQ00009','A','1618','1591','0','27','1','0','1','A',
2024-09-28 15:17:09.615,'EQ00007','A','1634','1343','0','291','1','0','1','A',
2024-09-28 15:16:37.630,'EQ00007','A','1633','1342','0','291','1','0','1','A',
2024-09-28 15:16:32.632,'EQ00009','A','1617','1590','0','27','1','0','1','A',
2024-09-28 15:16:04.617,'EQ00007','A','1632','1341','0','291','1','0','1','A',
2024-09-28 15:15:45.633,'EQ00009','A','1616','1589','0','27','1','0','1','A',
2024-09-28 15:15:32.617,'EQ00007','A','1631','1340','0','291','1','0','1','A',
2024-09-28 15:14:59.632,'EQ00009','A','1615','1588','0','27','1','0','1','A',
2024-09-28 15:14:59.618,'EQ00007','A','1630','1339','0','291','1','0','1','A',
2024-09-28 15:14:26.618,'EQ00007','A','1629','1338','0','291','1','0','1','A',
2024-09-28 15:14:12.635,'EQ00009','A','1614','1587','0','27','1','0','1','A',
2024-09-28 15:13:54.618,'EQ00007','A','1628','1337','0','291','1','0','1','A',
2024-09-28 15:13:21.619,'EQ00007','A','1627','1336','0','291','1','0','1','A',
2024-09-28 15:12:48.619,'EQ00007','A','1626','1335','0','291','1','0','1','A',
2024-09-28 15:12:16.620,'EQ00007','A','1625','1334','0','291','1','0','1','A',
2024-09-28 15:11:43.620,'EQ00007','A','1624','1333','0','291','1','0','1','A',
2024-09-28 15:11:10.620,'EQ00007','A','1623','1332','0','291','1','0','1','A',
2024-09-28 15:10:39.638,'EQ00009','A','1613','1586','0','27','1','0','1','A',
2024-09-28 15:10:38.620,'EQ00007','A','1622','1331','0','291','1','0','1','A',
2024-09-28 15:08:06.622,'EQ00007','A','1621','1330','0','291','1','0','1','A',
2024-09-28 15:07:34.623,'EQ00007','A','1620','1329','0','291','1','0','1','A',
2024-09-28 15:07:01.624,'EQ00007','A','1619','1328','0','291','1','0','1','A',
2024-09-28 15:06:28.624,'EQ00007','A','1618','1327','0','291','1','0','1','A',
2024-09-28 15:05:56.625,'EQ00007','A','1617','1326','0','291','1','0','1','A',
2024-09-28 15:05:23.624,'EQ00007','A','1616','1325','0','291','1','0','1','A',
2024-09-28 15:04:51.626,'EQ00007','A','1615','1324','0','291','1','0','1','A',
2024-09-28 15:04:41.642,'EQ00009','A','1612','1585','0','27','1','0','1','A',
2024-09-28 15:04:18.626,'EQ00007','A','1614','1323','0','291','1','0','1','A',
2024-09-28 15:03:54.643,'EQ00009','A','1611','1584','0','27','1','0','1','A',
2024-09-28 15:03:45.626,'EQ00007','A','1613','1322','0','291','1','0','1','A',
2024-09-28 15:03:13.627,'EQ00007','A','1612','1321','0','291','1','0','1','A',
2024-09-28 15:03:07.643,'EQ00009','A','1610','1583','0','27','1','0','1','A',
2024-09-28 15:02:40.627,'EQ00007','A','1611','1320','0','291','1','0','1','A',
2024-09-28 15:02:20.644,'EQ00009','A','1609','1582','0','27','1','0','1','A',
2024-09-28 15:02:07.628,'EQ00007','A','1610','1319','0','291','1','0','1','A',
2024-09-28 15:01:34.627,'EQ00007','A','1609','1318','0','291','1','0','1','A',
2024-09-28 15:01:33.627,'EQ00009','A','1608','1581','0','27','1','0','1','A',
2024-09-28 15:01:02.627,'EQ00007','A','1608','1317','0','291','1','0','1','A',
2024-09-28 15:00:47.630,'EQ00009','A','1607','1580','0','27','1','0','1','A',
2024-09-28 15:00:29.629,'EQ00007','A','1607','1316','0','291','1','0','1','A',
2024-09-28 15:00:00.628,'EQ00009','A','1606','1579','0','27','1','0','1','A',
2024-09-28 14:59:56.629,'EQ00007','A','1606','1315','0','291','1','0','1','A',
2024-09-28 14:59:24.629,'EQ00007','A','1605','1314','0','291','1','0','1','A',
2024-09-28 14:59:13.628,'EQ00009','A','1605','1578','0','27','1','0','1','A',
2024-09-28 14:58:51.629,'EQ00007','A','1604','1313','0','291','1','0','1','A',
2024-09-28 14:58:26.629,'EQ00009','A','1604','1577','0','27','1','0','1','A',
2024-09-28 14:58:18.631,'EQ00007','A','1603','1312','0','291','1','0','1','A',
2024-09-28 14:57:46.630,'EQ00007','A','1602','1311','0','291','1','0','1','A',
2024-09-28 14:57:39.629,'EQ00009','A','1603','1576','0','27','1','0','1','A',
2024-09-28 14:57:13.631,'EQ00007','A','1601','1310','0','291','1','0','1','A',
2024-09-28 14:56:52.630,'EQ00009','A','1602','1575','0','27','1','0','1','A',
2024-09-28 14:56:40.631,'EQ00007','A','1600','1309','0','291','1','0','1','A',
2024-09-28 14:56:08.633,'EQ00007','A','1599','1308','0','291','1','0','1','A',
2024-09-28 14:56:05.631,'EQ00009','A','1601','1574','0','27','1','0','1','A',
2024-09-28 14:55:35.633,'EQ00007','A','1598','1307','0','291','1','0','1','A',
2024-09-28 14:55:18.634,'EQ00009','A','1600','1573','0','27','1','0','1','A',
2024-09-28 14:55:03.632,'EQ00007','A','1597','1306','0','291','1','0','1','A',
2024-09-28 14:54:32.632,'EQ00009','A','1599','1572','0','27','1','0','1','A',
2024-09-28 14:54:30.632,'EQ00007','A','1596','1305','0','291','1','0','1','A',
2024-09-28 14:53:57.633,'EQ00007','A','1595','1304','0','291','1','0','1','A',
2024-09-28 14:53:24.634,'EQ00007','A','1594','1303','0','291','1','0','1','A',
2024-09-28 14:52:52.635,'EQ00007','A','1593','1302','0','291','1','0','1','A',
2024-09-28 14:52:19.634,'EQ00007','A','1592','1301','0','291','1','0','1','A',
2024-09-28 14:51:46.636,'EQ00007','A','1591','1300','0','291','1','0','1','A',
2024-09-28 14:51:31.634,'EQ00009','A','1598','1571','0','27','1','0','1','A',
2024-09-28 14:51:14.635,'EQ00007','A','1590','1299','0','291','1','0','1','A',
2024-09-28 14:50:44.648,'EQ00009','A','1597','1570','0','27','1','0','1','A',
2024-09-28 14:49:57.638,'EQ00009','A','1596','1569','0','27','1','0','1','A',
2024-09-28 14:49:51.636,'EQ00007','A','1589','1298','0','291','1','0','1','A',
2024-09-28 14:49:19.637,'EQ00007','A','1588','1297','0','291','1','0','1','A',
2024-09-28 14:49:11.636,'EQ00009','A','1595','1568','0','27','1','0','1','A',
2024-09-28 14:48:46.637,'EQ00007','A','1587','1296','0','291','1','0','1','A',
2024-09-28 14:48:24.637,'EQ00009','A','1594','1567','0','27','1','0','1','A',
2024-09-28 14:48:14.637,'EQ00007','A','1586','1295','0','291','1','0','1','A',
2024-09-28 14:47:41.638,'EQ00007','A','1585','1294','0','291','1','0','1','A',
2024-09-28 14:47:37.638,'EQ00009','A','1593','1566','0','27','1','0','1','A',
2024-09-28 14:47:08.638,'EQ00007','A','1584','1293','0','291','1','0','1','A',
2024-09-28 14:46:50.638,'EQ00009','A','1592','1565','0','27','1','0','1','A',
2024-09-28 14:46:35.638,'EQ00007','A','1583','1292','0','291','1','0','1','A',
2024-09-28 14:46:03.640,'EQ00007','A','1582','1291','0','291','1','0','1','A',
2024-09-28 14:45:30.640,'EQ00007','A','1581','1290','0','291','1','0','1','A',
2024-09-28 14:44:57.640,'EQ00007','A','1580','1289','0','291','1','0','1','A',
2024-09-28 14:44:26.640,'EQ00009','A','1591','1564','0','27','1','0','1','A',
2024-09-28 14:44:25.640,'EQ00007','A','1579','1288','0','291','1','0','1','A',
2024-09-28 14:43:52.640,'EQ00007','A','1578','1287','0','291','1','0','1','A',
2024-09-28 14:43:19.641,'EQ00007','A','1577','1286','0','291','1','0','1','A',
2024-09-28 14:42:47.641,'EQ00007','A','1576','1285','0','291','1','0','1','A',
2024-09-28 14:42:14.642,'EQ00007','A','1575','1284','0','291','1','0','1','A',
2024-09-28 14:41:41.642,'EQ00007','A','1574','1283','0','291','1','0','1','A',
2024-09-28 14:41:35.641,'EQ00009','A','1590','1563','0','27','1','0','1','A',
2024-09-28 14:41:09.643,'EQ00007','A','1573','1282','0','291','1','0','1','A',
2024-09-28 14:40:48.642,'EQ00009','A','1589','1562','0','27','1','0','1','A',
2024-09-28 14:40:36.644,'EQ00007','A','1572','1281','0','291','1','0','1','A',
2024-09-28 14:40:03.643,'EQ00007','A','1571','1280','0','291','1','0','1','A',
2024-09-28 14:40:01.643,'EQ00009','A','1588','1561','0','27','1','0','1','A',
2024-09-28 14:39:31.644,'EQ00007','A','1570','1279','0','291','1','0','1','A',
2024-09-28 14:39:14.643,'EQ00009','A','1587','1560','0','27','1','0','1','A',
2024-09-28 14:38:58.644,'EQ00007','A','1569','1278','0','291','1','0','1','A',
2024-09-28 14:38:27.644,'EQ00009','A','1586','1559','0','27','1','0','1','A',
2024-09-28 14:38:25.645,'EQ00007','A','1568','1277','0','291','1','0','1','A',
2024-09-28 14:37:53.644,'EQ00007','A','1567','1276','0','291','1','0','1','A',
2024-09-28 14:37:40.645,'EQ00009','A','1585','1558','0','27','1','0','1','A',
2024-09-28 14:37:20.646,'EQ00007','A','1566','1275','0','291','1','0','1','A',
2024-09-28 14:36:53.648,'EQ00009','A','1584','1557','0','27','1','0','1','A',
2024-09-28 14:36:47.647,'EQ00007','A','1565','1274','0','291','1','0','1','A',
2024-09-28 14:36:15.647,'EQ00007','A','1564','1273','0','291','1','0','1','A',
2024-09-28 14:36:06.649,'EQ00009','A','1583','1556','0','27','1','0','1','A',
2024-09-28 14:35:42.648,'EQ00007','A','1563','1272','0','291','1','0','1','A',
2024-09-28 14:35:19.650,'EQ00009','A','1582','1555','0','27','1','0','1','A',
2024-09-28 14:35:09.648,'EQ00007','A','1562','1271','0','291','1','0','1','A',
2024-09-28 14:34:37.645,'EQ00007','A','1561','1270','0','291','1','0','1','A',
2024-09-28 14:34:32.647,'EQ00009','A','1581','1554','0','27','1','0','1','A',
2024-09-28 14:34:04.649,'EQ00007','A','1560','1269','0','291','1','0','1','A',
2024-09-28 14:33:31.649,'EQ00007','A','1559','1268','0','291','1','0','1','A',
2024-09-28 14:32:59.650,'EQ00007','A','1558','1267','0','291','1','0','1','A',
2024-09-28 14:32:28.649,'EQ00009','A','1580','1553','0','27','1','0','1','A',
